Nama_Obat,Zat_Aktif
L-ALANYL-L-GLUTAMINE,L-ALANYL-L-GLUTAMINE
INDOP 200,DOPAMINE HYDROCHLORIDE
FIXACEP 100,CEFIXIME TRIHYDRATE
VASCON,NOREPINEPHRINE BITARTRATE MONOHYDRATE
FARELAX,ATRACURIUM BESILATE
RENABETIC,GLIBENCLAMIDE
FARLEV 500,LEVOFLOXACIN HEMIHYDRATE
TIARYT,AMIODARONE HYDROCHLORIDE
FARMABES 5,DILTIAZEM HYDROCHLORIDE
ELPICEF 1,CEFTRIAXONE SODIUM
FARTOLIN,SALBUTAMOL SULFATE
SALBUTAMOL SULFATE,SALBUTAMOL SULFATE
TAMSOLI,TAMSULOSIN HYDROCHLORIDE
TAMSOLI,SOLIFENACIN SUCCINATE
N - ACE,ACETYLCYSTEINE
TIGECYCLINE,TIGECYCLINE
TIGECINE,TIGECYCLINE
FARSORBID 5,KOMBINASI-ISOSORBIDE DINITRATE 40 WITH LACTOSE
RENASISTIN,CEFADROXIL MONOHYDRATE
EPLERENONE,EPLERENONE
EPLERON 50,EPLERENONE
EPLERON 25,EPLERENONE
LANSOPRAZOLE,LANSOPRAZOLE
PRAZOTEC,LANSOPRAZOLE
N-ACE,ACETYLCYSTEINE
ALZIM 5,DONEPEZIL HYDROCHLORIDE
DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE
ALZIM 10,DONEPEZIL HYDROCHLORIDE
ESOMEPRAZOLE SODIUM,ESOMEPRAZOLE SODIUM STERILE LYOPHILIZED
TRIMETAZIDINE DIHYDROCHLORIDE,TRIMETAZIDINE DIHYDROCHLORIDE
SOTATIC,METOCLOPRAMIDE HYDROCHLORIDE
RENASISTIN OD,CEFADROXIL MONOHYDRATE
DICLOFENAC ACID,DICLOFENAC ACID
RESPAIN,DICLOFENAC ACID
INOVAD,MILRINONE
FARMADOL 100,PARACETAMOL
FARSIX,FUROSEMIDE
ANESFAR,MIDAZOLAM HYDROCHLORIDE
FARMACROL FORTE,ALUMINIUM HYDROXIDE-MAGNESIUM CARBONATE GEL
FARMACROL FORTE,SIMETHICONE
FARMOTEN,CAPTOPRIL
NEUFAR,PREGABALIN
CLOPIDOGREL BISULPHATE,CLOPIDOGREL BISULFATE
PLADOGREL,CLOPIDOGREL BISULFATE
XOLMETRAS 350,IOHEXOL
FARMALAT ER,NIFEDIPINE
PRAZOTEC,LANSOPRAZOLE PELLET
IRETENSA,IRBESARTAN
CANDEFAR 8,CANDESARTAN CILEXETIL
CANDEFAR 16,CANDESARTAN CILEXETIL
FIXACEP OD,CEFIXIME TRIHYDRATE
ATOFAR 40,ATORVASTATIN CALCIUM TRIHYDRATE
ATOFAR 10,ATORVASTATIN CALCIUM TRIHYDRATE
ATOFAR 20,ATORVASTATIN CALCIUM TRIHYDRATE
ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE 20% IN SODIUM CHLORIDE
FOSRENOL,LANTHANUM (III) CARBONATE HYDRATE
PEINLOS,IBUPROFEN
NATERAN,EXEMESTANE
RENATOR 500,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
ATENOLOL,ATENOLOL
FARNORMIN 50,ATENOLOL
SERTRALINE HCL,SERTRALINE HYDROCHLORIDE
FARPAIN 30,KETOROLAC TROMETAMOL
DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE
FARLEV 750,LEVOFLOXACIN HEMIHYDRATE
METACOSFAR,IODIXANOL
LATANOPROST,LATANOPROST
"SONIDE 0,5",BUDESONIDE
"SONIDE 0,25",BUDESONIDE
BUDESONIDE,BUDESONIDE
IODIXANOL,IODIXANOL
VENODENOL 3%,LAUROMACROGOLUM 400
VEBAC,KOMBINASI-AZTREONAM FOR INJECTION
NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
DIGOXIN,DIGOXIN
ATZ,ANASTROZOLE
ISOSORBIDE DINITRATE,KOMBINASI-ISOSORBIDE DINITRATE 40 WITH LACTOSE
BILURON 50,BICALUTAMIDE
FARMACROL FORTE,KOMBINASI-SIMETHICONE EMULSION 30
"BORTECADE 3,5",BORTEZOMIB
ISIVAS,MONTELUKAST SODIUM
SIKSTOP 60,ETORICOXIB
SIKSTOP 90,ETORICOXIB
SIKSTOP 120,ETORICOXIB
MEGESTROL ACETATE,MEGESTROL ACETATE
ISOTIC LATIM,LATANOPROST
ISOTIC LATIM,TIMOLOL MALEATE
ETARFION,ETANERCEPT
INFIMYCIN,KOMBINASI-AZITHROMYCIN DIHYDRATE STERILE LYOPHILIZED
KOLEFION,SIMVASTATIN
INFIMYCIN,AZITHROMYCIN DIHYDRATE
EASYEF,NEPIDERMIN
INBACEF,CEFIXIME TRIHYDRATE
GLIMEFION,GLIMEPIRIDE
FIONDAZOL,METRONIDAZOLE
CEFOPERAZONE SODIUM - SULBACTAM SODIUM,SULBACTAM SODIUM 1 G
WIDOXIL,CEFADROXIL MONOHYDRATE
GLARITUS,INSULIN GLARGINE
RENERO 5000,THIAMINE HYDROCHLORIDE
RENERO 5000,PYRIDOXINE HYDROCHLORIDE
RENERO 5000,CYANOCOBALAMIN
EVOFION,LEVOFLOXACIN HEMIHYDRATE
RESOCAL,CALCIUM POLYSTYRENE SULFONATE
SULPEFION,CEFOPERAZONE SODIUM
SULPEFION,SULBACTAM SODIUM
SULPEFION,CEFOPERAZONE 500 MG
SULPEFION,SULBACTAM 500 MG
INFINEM,MEROPENEM TRIHYDRATE BUFFERED SODIUM CARBONATE
VOMIPER,DOMPERIDONE MALEATE
LETROL,LETROZOLE
SOLFION 4,METHYLPREDNISOLONE
FIRONIUM,ROCURONIUM BROMIDE
NICARFION,NICARDIPINE HYDROCHLORIDE
FIONTIC,KOMBINASI-CEFEPIME HCL MONOHYDRATE BUFFERED WITH ARGININE
DANSEFION,ONDANSETRON HYDROCHLORIDE DIHYDRATE
SOLFION 8,METHYLPREDNISOLONE
CEPOFION,CEFOTAXIME SODIUM
FIGALIN,PREGABALIN
INZON,CEFOPERAZONE SODIUM
FIOCILAS,KOMBINASI-IMIPENEM MONOHYDRATE
FIOCILAS,CILASTATIN SODIUM
PHYFION,PHYTOMENADIONE
FIORAMOL,PARACETAMOL
FIONVASK,AMLODIPINE BESILATE
IRICEM,IRINOTECAN HYDROCHLORIDE TRIHYDRATE
FRIZIN,CETIRIZINE HYDROCHLORIDE
CITION,CITICOLINE SODIUM
INFIMOX,MOXIFLOXACIN HYDROCHLORIDE
TERMOFEN,IBUPROFEN
FIOPRAZ,PANTOPRAZOLE SODIUM SESQUIHYDRATE (LYOPHILIZED)
MOMEFION,MOMETASONE FUROATE
INTORVAS,ATORVASTATIN CALCIUM TRIHYDRATE
BIOFIN,BISOPROLOL FUMARATE
RANIFIN,RANITIDINE HYDROCHLORIDE
BI-12,MECOBALAMIN
BROXFION,AMBROXOL HYDROCHLORIDE
NORFION,NOREPINEPHRINE BITARTRATE MONOHYDRATE
ETOFION,KETOROLAC TROMETAMOL
ZINFION,ZINC SULFATE MONOHYDRATE
ROSFION,ROSUVASTATIN CALCIUM
MELFION,MELOXICAM
INFIBIOTIC,CEFTRIAXONE SODIUM SESQUATERHYDRATE
VALACICLOVIR HCL DIHYDRATE,VALACICLOVIR HYDROCHLORIDE DIHYDRATE
INLACYL,VALACICLOVIR HYDROCHLORIDE DIHYDRATE
FERION,IRON SUCROSE
INFIMYCIN,KOMBINASI-AZITHROMYCIN TASTE MASKING GRANULE 15
SOLFION,KOMBINASI-METHYLPREDNISOLONE SODIUM SUCCINATE
SOLFION,PHOSPHATE BUFFER 3 LYOPHILLIZED
MVASI,BEVACIZUMAB
BIRATO 250,ABIRATERONE ACETATE
GLUFOR XR,METFORMIN HYDROCHLORIDE
LIVATOR 20,ATORVASTATIN CALCIUM TRIHYDRATE
ARBUPON,IBUPROFEN
BETAVER,BETAHISTINE MESILATE
TRULICITY,DULAGLUTIDE
YULAREB,ABEMACICLIB
RILOX 400,OFLOXACIN
NEUROPYRAMIN-M,METAMIZOLE SODIUM
NEUROPYRAMIN-M,THIAMINE MONONITRATE
NEUROPYRAMIN-M,PYRIDOXINE HYDROCHLORIDE
NEUROPYRAMIN-M,CYANOCOBALAMIN
SIBERID 10,FLUNARIZINE HYDROCHLORIDE
CIALIS,TADALAFIL
SIBERID 5,FLUNARIZINE HYDROCHLORIDE
COPELLOR,IXEKIZUMAB
DATAN FORTE,MEFENAMIC ACID
UNAMITY,BARICITINIB
PREDNOX 4,METHYLPREDNISOLONE
PREDNOX 16,METHYLPREDNISOLONE
ZYPREXA,OLANZAPINE
NOOCEPHAL 1200,PIRACETAM
PYRADEXON,DEXAMETHASONE
CYRAMZA,RAMUCIRUMAB
AMGEVITA,ADALIMUMAB
NEUROPYRAMIN,THIAMINE MONONITRATE
NEUROPYRAMIN,PYRIDOXINE HYDROCHLORIDE
NEUROPYRAMIN,CYANOCOBALAMIN
PYFAROS 20,ROSUVASTATIN CALCIUM
VYEPTI,EPTINEZUMAB
OPSUMIT,MACITENTAN
ZENRIZ,CETIRIZINE HYDROCHLORIDE
CYTOFLAVIN,SUCCINIC ACID
CYTOFLAVIN,NICOTINAMIDE
CYTOFLAVIN,INOSINE
CYTOFLAVIN,RIBOFLAVIN SODIUM PHOSPHATE
REAMBERIN,KOMBINASI-MEGLUMINE SODIUM SUCCINATE
EVISTA,RALOXIFENE HYDROCHLORIDE
PROSTANAC - 50,DICLOFENAC SODIUM
MYCOZOL,MICONAZOLE NITRATE
ALIMTA,PEMETREXED DISODIUM HEPTAHYDRATE
RAOST,DICLOFENAC POTASSIUM
REPATHA,EVOLOCUMAB
ZYPREXA ZYDIS,OLANZAPINE
CIPRALEX,ESCITALOPRAM OXALATE
LATUDA,LURASIDONE HYDROCHLORIDE
LODIPAS 5,AMLODIPINE BESILATE
LODIPAS 10,AMLODIPINE BESILATE
PYTRAMIC 500,TRANEXAMIC ACID
CYMBALTA,DULOXETINE HYDROCHLORIDE
SILOPECT FORTE,AMBROXOL HYDROCHLORIDE
PYFAROS 10,ROSUVASTATIN CALCIUM
NOOCEPHAL 800,PIRACETAM
TAMCOCIN,LINCOMYCIN HYDROCHLORIDE
D3-5000,KOMBINASI-CHOLECALCIFEROL (VITAMIN D3) WATER SOLUBLE 100 IU/MG
"DORES 1,5",HALOPERIDOL
DORES 5,HALOPERIDOL
PRILOS,KOMBINASI-OMEPRAZOLE ENTERIC COATED PELLETS 8.5
FUSON,FUSIDIC ACID
PYDERMA,DESOXIMETASONE
COSTIL,DOMPERIDONE
PYRADEC,DEXCHLORPHENIRAMINE MALEATE
PYRADEC,DEXAMETHASONE
PYXIME,CEFIXIME TRIHYDRATE
XEOMIN,BOTULINUM TOXIN TYPE-A
FLUTAMOL,PARACETAMOL
FLUTAMOL,PHENYLPROPANOLAMINE HYDROCHLORIDE
FLUTAMOL,CHLORPHENAMINE MALEATE
FLUTAMOL,GUAIFENESIN
VIBRANAT,AMOXICILLIN TRIHYDRATE
VIBRANAT,POTASSIUM CLAVULANATE WITH MICROCRYSTALLINE CELLULOSE
RADOL,TRAMADOL HYDROCHLORIDE
FIASP,INSULIN ASPART
CATAPRES,CLONIDINE HYDROCHLORIDE
DESNICORT,DESONIDE
NEURAXON 5000,THIAMINE MONONITRATE
NEURAXON 5000,PYRIDOXINE HYDROCHLORIDE
NEURAXON 5000,CYANOCOBALAMIN
PYRICEF,CEFADROXIL MONOHYDRATE
EPSONAL,EPERISONE HYDROCHLORIDE
NOOCEPHAL 400,PIRACETAM
RZ-20,ZINC SULFATE MONOHYDRATE
BETARIS,CLOBETASOL PROPIONATE
COTRIM,TRIMETHOPRIM
COTRIM,SULFAMETHOXAZOLE
PYRICEF 500,CEFADROXIL MONOHYDRATE
PYSOLAN,KOMBINASI-LANSOPRAZOLE PELLETS
XANTURIC 100,ALLOPURINOL
MICROTINA,CHLORAMPHENICOL
ULMO 40,FAMOTIDINE
PYRIDRYL PLUS,DIPHENHYDRAMINE HYDROCHLORIDE
PYRIDRYL PLUS,DEXTROMETHORPHAN HYDROBROMIDE
PYRIDRYL PLUS,PHENYLPROPANOLAMINE HYDROCHLORIDE
PYRIDRYL PLUS,AMMONIUM CHLORIDE
PYLOR,LORATADINE
FLUTAMOL-P,PARACETAMOL
FLUTAMOL-P,PHENYLPROPANOLAMINE HYDROCHLORIDE
FLUTAMOL-P,CHLORPHENAMINE MALEATE
FLUTAMOL-P,DEXTROMETHORPHAN HYDROBROMIDE
GLUFOR 500,METFORMIN HYDROCHLORIDE
BRINTELLIX,VORTIOXETINE HYDROBROMIDE
FLUTAMOL - P,PHENYLPROPANOLAMINE HYDROCHLORIDE
FLUTAMOL - P,PARACETAMOL
FLUTAMOL - P,CHLORPHENAMINE MALEATE
FLUTAMOL - P,DEXTROMETHORPHAN HYDROBROMIDE
PYRABAL,MECOBALAMIN
PROMIXIN 500,THIAMPHENICOL
LEVAZIDE,LEVODOPA
LEVAZIDE,BENSERAZIDE HYDROCHLORIDE
ULCUMAAG,SUCRALFATE
ZAROM 500,AZITHROMYCIN DIHYDRATE
ARKINE,TRIHEXYPHENIDYL HYDROCHLORIDE
PYRIDOL,PARACETAMOL
MICROTINA,CHLORAMPHENICOL PALMITATE
VIBRAMOX,AMOXICILLIN TRIHYDRATE
SILOPECT,AMBROXOL HYDROCHLORIDE
LANDO 300,CLINDAMYCIN HYDROCHLORIDE
VIBRAMOX FORTE,AMOXICILLIN TRIHYDRATE
ABIXA 10,MEMANTINE HYDROCHLORIDE
HEPA-MERZ,L-ORNITHINE L-ASPARTATE
COTRIM FORTE,TRIMETHOPRIM
COTRIM FORTE,SULFAMETHOXAZOLE
FUSIDIC ACID,FUSIDIC ACID
PALOXI,PALONOSETRON HYDROCHLORIDE
ASTHERIN,TERBUTALINE SULFATE
PANTOZ,KOMBINASI-PANTOPRAZOLE SODIUM (LYOPHILIZED)
ULMO 20,FAMOTIDINE
GABASANT 300,GABAPENTIN
BRINTELLIX,VORTIOXETINE DL-LACTATE
PYRICEF FORTE,CEFADROXIL MONOHYDRATE
VOLINOL 500,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
MELOCON,MOMETASONE FUROATE
GEMZAR,GEMCITABINE HYDROCHLORIDE
AKYNZEO,NETUPITANT
AKYNZEO,PALONOSETRON HYDROCHLORIDE
PYRIDOL FORTE,PARACETAMOL
PROZAC,FLUOXETINE HYDROCHLORIDE
PREDNOX 8,METHYLPREDNISOLONE
PATRACET,TRAMADOL HYDROCHLORIDE
PATRACET,PARACETAMOL
BLOCAND 16,CANDESARTAN CILEXETIL
LECRAV,LEVOFLOXACIN HEMIHYDRATE
PAVARTAN 80,VALSARTAN
PAVARTAN 160,VALSARTAN
FERINJECT,FERRIC CARBOXYMALTOSE
PAROFEN,IBUPROFEN
PAROFEN,PARACETAMOL
OCIDERM-N,FLUOCINOLONE ACETONIDE
OCIDERM-N,NEOMYCIN SULFATE
BUFFERED BINOSTO,ALENDRONATE SODIUM TRIHYDRATE
ABIXA,MEMANTINE HYDROCHLORIDE
XENICAL,ORLISTAT
XANTURIC 300,ALLOPURINOL
ALMACON,MAGNESIUM HYDROXIDE
ALMACON,DRIED ALUMINIUM HYDROXIDE GEL
ALMACON,SIMETHICONE
GIVENTOR 20,ROSUVASTATIN CALCIUM
GIVENTOR 10,ROSUVASTATIN CALCIUM
SLINDA,DROSPIRENONE
ENDOVELLE,DIENOGEST
GYNPROGEST,PROGESTERONE
NUFADOL,PARACETAMOL
HIPERDEXT PLUS,DUTASTERIDE
HIPERDEXT PLUS,"KOMBINASI-TAMSULOSIN PELLET 0,2176%"
HIPERDEXT,DUTASTERIDE
GASTRUCID,SIMETHICONE EMULSION 30
GASTRUCID,DRIED ALUMINIUM HYDROXIDE GEL
GASTRUCID,MAGNESIUM HYDROXIDE
DORBIGOT,PARACETAMOL
DORBIGOT,ACETYLCYSTEINE
NUFAPREG,PROMETHAZINE TEOCLATE
FLUOMIZIN,DEQUALINIUM CHLORIDE
SYNFONIA 24,ETHINYLESTRADIOL
SYNFONIA 24,DROSPIRENONE
TISOLON 4,METHYLPREDNISOLONE
ABAJOS,PARACETAMOL
ABAJOS,THIAMINE HYDROCHLORIDE
ABAJOS,PYRIDOXINE HYDROCHLORIDE
ABAJOS,CYANOCOBALAMIN
HERPICLOF,ACICLOVIR
GASTRUCID,SIMETHICONE
NUFAFLU,PARACETAMOL
NUFAFLU,CHLORPHENAMINE MALEATE
NUFAFLU,PSEUDOEPHEDRINE HYDROCHLORIDE
NUFAPRIM,SULFAMETHOXAZOLE
NUFAPRIM,TRIMETHOPRIM
GITARAMIN,MEFENAMIC ACID
INAMID,LOPERAMIDE HYDROCHLORIDE
NUFACORT,HYDROCORTISONE ACETATE
NUFACORT,NEOMYCIN SULFATE
COLFIN,DEXTROMETHORPHAN HYDROBROMIDE
COLFIN,CHLORPHENAMINE MALEATE
COLFIN,PHENYLEPHRINE HYDROCHLORIDE
COLFIN,PARACETAMOL
LOTHARSON,DEXCHLORPHENIRAMINE MALEATE
LOTHARSON,DEXAMETHASONE
EXELFOS,FOSFOMYCIN TROMETAMOL
COLFIN,GUAIFENESIN
COLFIN,AMMONIUM CHLORIDE
COLFIN,PHENYLPROPANOLAMINE HYDROCHLORIDE
NUFAPRAZOL,KOMBINASI-LANSOPRAZOLE PELLETS
BRONCHITIN EXPECTORANT,PARACETAMOL
BRONCHITIN EXPECTORANT,GUAIFENESIN
BRONCHITIN EXPECTORANT,PHENYLEPHRINE HYDROCHLORIDE
NUFADEX M,DEXAMETHASONE
COLFIN PLUS,DEXTROMETHORPHAN HYDROBROMIDE
COLFIN PLUS,GUAIFENESIN
COLFIN PLUS,PHENYLPROPANOLAMINE HYDROCHLORIDE
COLFIN PLUS,CHLORPHENAMINE MALEATE
COLFIN PLUS,AMMONIUM CHLORIDE
COLFIN PLUS,PARACETAMOL
NUZARTAN,KOMBINASI-TELMISARTAN GRANULE
AXELTANE,EXEMESTANE
EMMER,METAMIZOLE SODIUM MONOHYDRATE
GUAIFENESIN,GUAIFENESIN
DIOMETA,DEXAMETHASONE
NALGET,METAMIZOLE SODIUM
NALGET,THIAMINE MONONITRATE
NALGET,PYRIDOXINE HYDROCHLORIDE
NALGET,CYANOCOBALAMIN
METAMIZOLE SODIUM,METAMIZOLE SODIUM
METAMOL,PARACETAMOL
TRIMETA,TRIMETHOPRIM
TRIMETA,SULFAMETHOXAZOLE
MAAGMETA PLUS,DRIED ALUMINIUM HYDROXIDE GEL
MAAGMETA PLUS,MAGNESIUM HYDROXIDE
MAAGMETA PLUS,SIMETHICONE
METACETIN,PARACETAMOL
METACETIN,CHLORPHENAMINE MALEATE
METACETIN,PHENYLPROPANOLAMINE HYDROCHLORIDE
METACETIN,GUAIFENESIN
MEFAMESIS,METOCLOPRAMIDE HYDROCHLORIDE
METACHLOR,CHLORPHENAMINE MALEATE
TRIMETA FORTE,TRIMETHOPRIM
TRIMETA FORTE,SULFAMETHOXAZOLE
PANSTONAL,MEFENAMIC ACID
MEFAMICETIN,CHLORAMPHENICOL PALMITATE
CHLORPHENAMINE MALEATE,CHLORPHENAMINE MALEATE
AJITAB,THIAMINE MONONITRATE
AJITAB,PYRIDOXINE HYDROCHLORIDE
AJITAB,CYANOCOBALAMIN
ASONFEN,DEXCHLORPHENIRAMINE MALEATE
ASONFEN,DEXAMETHASONE
METAFLU,PARACETAMOL
METAFLU,CHLORPHENAMINE MALEATE
METAFLU,PHENYLPROPANOLAMINE HYDROCHLORIDE
KAOMETA,KAOLIN
KAOMETA,PECTIN
NEO ULTRASILINE,CLOTRIMAZOLE
NEO ULTRAXON,PIPERAZINE CITRATE
NEO ULTRACYN,CHLORPHENESIN
FAMOXOL,AMBROXOL HYDROCHLORIDE
VINSOH,VINORELBINE TARTRATE
GEMHOPE,GEMCITABINE HYDROCHLORIDE
SIDOX,SILDENAFIL CITRATE
GRAFACHLOR,DEXAMETHASONE
GRAFACHLOR,DEXCHLORPHENIRAMINE MALEATE
FUNAR 5,FLUNARIZINE DIHYDROCHLORIDE
FUNAR 10,FLUNARIZINE DIHYDROCHLORIDE
GRASOLON 4,METHYLPREDNISOLONE
GRAFAMIC,MEFENAMIC ACID
PINKID'S COUGH,PARACETAMOL
PINKID'S COUGH,GUAIFENESIN
PINKID'S COUGH,CHLORPHENAMINE MALEATE
GRAFADON,PARACETAMOL
GRATHAZON,DEXAMETHASONE
PROTIFED,TRIPROLIDINE HYDROCHLORIDE
PROTIFED,PSEUDOEPHEDRINE HYDROCHLORIDE
TOKASID,KETOCONAZOLE
TADOX,TADALAFIL
GRAFACETIN,CHLORAMPHENICOL
METAGRA,MOMETASONE FUROATE
GRAGENTA,GENTAMICIN SULFATE
CORTIGRA,HYDROCORTISONE ACETATE
FLUNAX,PARACETAMOL
FLUNAX,PHENYLPROPANOLAMINE HYDROCHLORIDE
FLUNAX,CHLORPHENAMINE MALEATE
CORTIGRA-N,HYDROCORTISONE ACETATE
CORTIGRA-N,NEOMYCIN SULFATE
CENTRASIC,TRAMADOL HYDROCHLORIDE
GRAFALIN-2,SALBUTAMOL SULFATE
GRAFALIN-4,SALBUTAMOL SULFATE
NORPID 10,SIMVASTATIN
NORPID 20,SIMVASTATIN
METOCLOPRAMIDE HCL,METOCLOPRAMIDE HYDROCHLORIDE
ZICAFEN,THIAMPHENICOL
GRAPRIMA,SULFAMETHOXAZOLE
GRAPRIMA,TRIMETHOPRIM
HISTAKLOR,DEXCHLORPHENIRAMINE MALEATE
NEO PROTIFED,TRIPROLIDINE HYDROCHLORIDE
NEO PROTIFED,PSEUDOEPHEDRINE HYDROCHLORIDE
CETIGRA,CETIRIZINE HYDROCHLORIDE
GRADINE 10,LORATADINE
GRAFLOXIN,OFLOXACIN
GRADINE 5,LORATADINE
SCANLUX 370,IOPAMIDOL
SCANLUX 300,IOPAMIDOL
FUSIGRA,FUSIDIC ACID
GRAFADON FORTE,PARACETAMOL
GRAPERIDE,CYPROHEPTADINE HYDROCHLORIDE
FLUCADEX,PARACETAMOL
FLUCADEX,GUAIFENESIN
FLUCADEX,PHENYLPROPANOLAMINE HYDROCHLORIDE
FLUCADEX,DEXTROMETHORPHAN HYDROBROMIDE
FLUCADEX,CHLORPHENAMINE MALEATE
GRADILEX,LOPERAMIDE HYDROCHLORIDE
HIOPAR,HYOSCINE BUTYLBROMIDE
HIOPAR,PARACETAMOL
FLAMIGRA,DICLOFENAC POTASSIUM
VENTUSIF,DEXTROMETHORPHAN HYDROBROMIDE
VENTUSIF,DIPHENHYDRAMINE HYDROCHLORIDE
BRONKRIS,BROMHEXINE HYDROCHLORIDE
ZACOLDINE,PARACETAMOL
ZACOLDINE,PHENYLEPHRINE HYDROCHLORIDE
ZACOLDINE,CHLORPHENAMINE MALEATE
ZACOLDINE,SULFOGAIACOL POTASSIUM
ATMACID,DRIED ALUMINIUM HYDROXIDE GEL
ATMACID,MAGNESIUM HYDROXIDE
ATMACID,SIMETHICONE
TYREMA,IBUPROFEN
TYREMA,PARACETAMOL
GRAMETA,DOMPERIDONE MALEATE
BIOMEGA,METAMIZOLE SODIUM
BIOMEGA,THIAMINE MONONITRATE
BIOMEGA,PYRIDOXINE HYDROCHLORIDE
BIOMEGA,CYANOCOBALAMIN
ICOBAL,MECOBALAMIN
GRAXINE,GUAIFENESIN
GRAXINE,BROMHEXINE HYDROCHLORIDE
PIROXICAM 10,PIROXICAM
PIROXICAM 20,PIROXICAM
GRAZEO 10,PIROXICAM
GRAZEO 20,PIROXICAM
GRANTUSIF,DEXTROMETHORPHAN HYDROBROMIDE
GRANTUSIF,GUAIFENESIN
GRANTUSIF,DIPHENHYDRAMINE HYDROCHLORIDE
FLOXIGRA,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
GRASTOP,ZINC SULFATE MONOHYDRATE
GRASOLON 8,METHYLPREDNISOLONE
GRAFAZOL,METRONIDAZOLE
GRATHEOS,DICLOFENAC SODIUM
LOVIRES,ACICLOVIR
VOSEA,METOCLOPRAMIDE HYDROCHLORIDE MONOHYDRATE
INFALGIN,METAMIZOLE SODIUM
CENDO ASTHENOF,OXYMETAZOLINE HYDROCHLORIDE
OCULENTA,RETINOL PALMITATE
GLOPAC,BRINZOLAMIDE
"SOLUJOD 2,5%",POVIDONE-IODINE
GLOPAC PLUS,BRINZOLAMIDE
GLOPAC PLUS,TIMOLOL MALEATE
CENDO XITROL,DEXAMETHASONE
CENDO XITROL,NEOMYCIN SULFATE
CENDO XITROL,POLYMYXIN B SULFATE
POLYDEX,DEXAMETHASONE SODIUM PHOSPHATE
POLYDEX,NEOMYCIN SULFATE
POLYDEX,POLYMYXIN B SULFATE
CENDO STATROL,POLYMYXIN B SULFATE
CENDO STATROL,NEOMYCIN SULFATE
CENDO STATROL,PHENYLEPHRINE HYDROCHLORIDE
GENTA,GENTAMICIN SULFATE
CENDO LYTEERS,SODIUM CHLORIDE
CENDO LYTEERS,POTASSIUM CHLORIDE
TIMOL,TIMOLOL MALEATE
TOBROSON,TOBRAMYCIN
TOBROSON,DEXAMETHASONE
LUBRICEN,HYPROMELLOSE
"TONOR 0,5%",BETAXOLOL HYDROCHLORIDE
ULCORI,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
CENDO TROPIN 0.5 %,ATROPINE SULFATE
CENDO TROPIN 1 %,ATROPINE SULFATE
"GENTA 0,3%",GENTAMICIN SULFATE
VASACON,NAPHAZOLINE HYDROCHLORIDE
CONJUNCTO,POLYMYXIN B SULFATE
CONJUNCTO,NEOMYCIN SULFATE
CENDO GENTASON,GENTAMICIN SULFATE
CENDO GENTASON,DEXAMETHASONE SODIUM PHOSPHATE
GENTASON B,BETAMETHASONE SODIUM PHOSPHATE
GENTASON B,GENTAMICIN SULFATE
PITHALMIC,FUSIDIC ACID
TOBROSON,DEXAMETHASONE SODIUM PHOSPHATE
CENDO EFRISEL 10%,PHENYLEPHRINE HYDROCHLORIDE
POLYPRED,PREDNISOLONE ACETATE
POLYPRED,POLYMYXIN B SULFATE
POLYPRED,NEOMYCIN SULFATE
CENDO METHASONE,DEXAMETHASONE SODIUM PHOSPHATE
DEXATON,DEXAMETHASONE SODIUM PHOSPHATE
DEXATON,NEOMYCIN SULFATE
POLYGRAN,POLYMYXIN B SULFATE
POLYGRAN,GRAMICIDIN
POLYGRAN,NEOMYCIN SULFATE
"CENDO MYDRIATIL 0,5%",TROPICAMIDE
CENDO MYDRIATIL 1%,TROPICAMIDE
LENTIKULAR,PIRENOXINE
NATACEN,NATAMYCIN
CENDO CETAPRED,SULFACETAMIDE SODIUM
CENDO CETAPRED,PREDNISOLONE SODIUM PHOSPHATE
ALBUVIT 10%,SULFACETAMIDE SODIUM
ALBUVIT 15%,SULFACETAMIDE SODIUM
SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM
SPECTRON,POLYMYXIN B SULFATE
SPECTRON,NEOMYCIN SULFATE
OPTOHIST,PHENYLEPHRINE HYDROCHLORIDE
OPTOHIST,PHENIRAMINE MALEATE
CYCLON 1%,CYCLOPENTOLATE HYDROCHLORIDE
CENDO GLAOPEN,LATANOPROST
"PANTOCAIN 0,5%",TETRACAINE HYDROCHLORIDE
POSOP,FLUOROMETHOLONE
PROTAGENTA,POLYVINYLPYRROLIDONE
FUNGICID,AMPHOTERICIN B
PANTOCAIN 2 %,TETRACAINE HYDROCHLORIDE
PANTOCAIN 1%,TETRACAINE HYDROCHLORIDE
GLAOPLUS,LATANOPROST
GLAOPLUS,TIMOLOL MALEATE
CENDO HYALUB,SODIUM HYALURONATE
P-PRED,PREDNISOLONE ACETATE
FLUORESCEIN,FLUORESCEIN SODIUM
HERVIS,ACICLOVIR
CENDO EYE LOTION,HYETELLOSE
